dv,testvar,spec,ctrl,coef,tstat
neg10s,proindex,yes,stats_brw i.mdegree,-.0577599319351869,-2.311497580308743
neg10s,proindex,yes,topic_brw t2,-.0394394832221233,-2.037098943749527
neg10s,proindex,yes,topic_brw t3,-.0393872974510111,-1.981789844738566
neg10s,proindex,yes,topic_brw i.mdegree,-.0590007292099185,-2.187104724082562
neg10s,proindex,yes,t2 t3,-.0407954779868145,-2.078939913545366
neg10s,proindex,yes,t2 i.mdegree,-.0601925510558213,-2.276747481403758
neg10s,proindex,yes,t3 i.mdegree,-.060104393326836,-2.253883924077055
neg10s,proindex,yes,stats_brw topic_brw t2,-.0331657375729974,-1.925090223174848
neg10s,proindex,yes,stats_brw topic_brw t3,-.033521133285532,-1.904137950339172
neg10s,proindex,yes,stats_brw topic_brw i.mdegree,-.0512940188590701,-2.357788246112455
neg10s,proindex,yes,stats_brw t2 t3,-.0389014484585701,-2.058495349529748
neg10s,proindex,yes,stats_brw t2 i.mdegree,-.0577308551513638,-2.348035860196477
neg10s,proindex,yes,stats_brw t3 i.mdegree,-.0577623887899457,-2.338719134946823
neg10s,proindex,yes,topic_brw t2 t3,-.0412236341000084,-2.123030628749734
neg10s,proindex,yes,topic_brw t2 i.mdegree,-.0591055596781586,-2.230921109776919
neg10s,proindex,yes,topic_brw t3 i.mdegree,-.0589925628326681,-2.215143148978944
neg10s,proindex,yes,t2 t3 i.mdegree,-.0605396912220213,-2.327836270428837
neg10s,proindex,yes,stats_brw topic_brw t2 t3,-.0350083179851968,-2.023193054154357
neg10s,proindex,yes,stats_brw topic_brw t2 i.mdegree,-.0510319666732621,-2.401790441481178
neg10s,proindex,yes,stats_brw topic_brw t3 i.mdegree,-.0510964134437644,-2.434614920808887
neg10s,proindex,yes,stats_brw t2 t3 i.mdegree,-.0580655534164248,-2.396766920636706
neg10s,proindex,yes,topic_brw t2 t3 i.mdegree,-.0594821501924,-2.292785955268599
neg10s,proindex,yes,stats_brw topic_brw t2 t3 i.mdegree,-.0514097417624834,-2.489545806479176
neg10s,p12,yes,,.1085156855567605,1.046282269688634
neg10s,p12,yes,stats_brw,.0941448452056155,.974616083229274
neg10s,p12,yes,topic_brw,.1302858216047751,1.240860069248114
neg10s,p12,yes,t2,.1119158629426104,1.075309409268236
neg10s,p12,yes,t3,.1097351234495015,1.063750027872185
neg10s,p12,yes,i.mdegree,.175592129784636,1.402447762492551
neg10s,p12,yes,stats_brw topic_brw,.0936626549873407,.9968093291375068
neg10s,p12,yes,stats_brw t2,.0955172091884713,.9691891580473763
neg10s,p12,yes,stats_brw t3,.0943980861392178,.9907931599453293
neg10s,p12,yes,stats_brw i.mdegree,.1556996550612142,1.426668601139541
neg10s,p12,yes,topic_brw t2,.1360335021884503,1.28973887397483
neg10s,p12,yes,topic_brw t3,.1312776064076346,1.25835560327613
neg10s,p12,yes,topic_brw i.mdegree,.1933182980231656,1.544689023676211
neg10s,p12,yes,t2 t3,.1338256745659725,1.229793302398628
neg10s,p12,yes,t2 i.mdegree,.1866802112324751,1.509195264019991
neg10s,p12,yes,t3 i.mdegree,.1760771355787769,1.414543776618341
neg10s,p12,yes,stats_brw topic_brw t2,.0921361226245806,.9768771406681742
neg10s,p12,yes,stats_brw topic_brw t3,.0939450904092565,1.011444714341026
neg10s,p12,yes,stats_brw topic_brw i.mdegree,.167372786348356,1.759134891141857
neg10s,p12,yes,stats_brw t2 t3,.1177491752307906,1.15162705406465
neg10s,p12,yes,stats_brw t2 i.mdegree,.1633343733342975,1.501863849794272
neg10s,p12,yes,stats_brw t3 i.mdegree,.1561019609514075,1.4442511266279
neg10s,p12,yes,topic_brw t2 t3,.1592477253515625,1.464863428941484
neg10s,p12,yes,topic_brw t2 i.mdegree,.2061229051974686,1.670591310147994
neg10s,p12,yes,topic_brw t3 i.mdegree,.1943913853207354,1.564875203105705
neg10s,p12,yes,t2 t3 i.mdegree,.2017465919765173,1.576963474766364
neg10s,p12,yes,stats_brw topic_brw t2 t3,.1145431311804692,1.186135508285283
neg10s,p12,yes,stats_brw topic_brw t2 i.mdegree,.1714963362871842,1.839781865205895
neg10s,p12,yes,stats_brw topic_brw t3 i.mdegree,.1685350352088957,1.807989980799966
neg10s,p12,yes,stats_brw t2 t3 i.mdegree,.1775278875755167,1.553616559397243
neg10s,p12,yes,topic_brw t2 t3 i.mdegree,.2270967633523646,1.778761512862385
neg10s,p12,yes,stats_brw topic_brw t2 t3 i.mdegree,.1933431715688052,1.920542259595968
neg10s,p56,yes,,-.1472795489586099,-2.537596757270665
neg10s,p56,yes,stats_brw,-.1446447528077754,-2.531152854260807
neg10s,p56,yes,topic_brw,-.1451307623482636,-2.527450862605083
neg10s,p56,yes,t2,-.1474793426689319,-2.583411386753415
neg10s,p56,yes,t3,-.1464219001782696,-2.573314237125973
neg10s,p56,yes,i.mdegree,-.2033841446053217,-2.836397772242293
neg10s,p56,yes,stats_brw topic_brw,-.1340546425926695,-2.489182972189975
neg10s,p56,yes,stats_brw t2,-.1445666033319068,-2.569421753550429
neg10s,p56,yes,stats_brw t3,-.1434951301817247,-2.564598864907921
neg10s,p56,yes,stats_brw i.mdegree,-.1992542650351459,-2.85389352169436
neg10s,p56,yes,topic_brw t2,-.1453663075252815,-2.583440580537835
neg10s,p56,yes,topic_brw t3,-.1443574785210048,-2.570113865941807
neg10s,p56,yes,topic_brw i.mdegree,-.1993697331253737,-2.707422084775166
neg10s,p56,yes,t2 t3,-.1480639679924483,-2.574098001015417
neg10s,p56,yes,t2 i.mdegree,-.203374645608369,-2.839000373685862
neg10s,p56,yes,t3 i.mdegree,-.2033974612810115,-2.916333183489514
neg10s,p56,yes,stats_brw topic_brw t2,-.1333859416488673,-2.533416352525308
neg10s,p56,yes,stats_brw topic_brw t3,-.1326039792330235,-2.531167868900243
neg10s,p56,yes,stats_brw topic_brw i.mdegree,-.1802409196991202,-2.700842243727201
neg10s,p56,yes,stats_brw t2 t3,-.1450857241627257,-2.559930448975253
neg10s,p56,yes,stats_brw t2 i.mdegree,-.1991845889719555,-2.860690724160543
neg10s,p56,yes,stats_brw t3 i.mdegree,-.1990740299960591,-2.93519448586577
neg10s,p56,yes,topic_brw t2 t3,-.1459362089786384,-2.571293150454092
neg10s,p56,yes,topic_brw t2 i.mdegree,-.1993615935496737,-2.710122332799081
neg10s,p56,yes,topic_brw t3 i.mdegree,-.1991194764086714,-2.790867752400326
neg10s,p56,yes,t2 t3 i.mdegree,-.2035915479845815,-2.912237961696759
neg10s,p56,yes,stats_brw topic_brw t2 t3,-.1338999802985782,-2.520041101390289
neg10s,p56,yes,stats_brw topic_brw t2 i.mdegree,-.1799525568649101,-2.720434273740578
neg10s,p56,yes,stats_brw topic_brw t3 i.mdegree,-.1785500069557222,-2.818514522008206
neg10s,p56,yes,stats_brw t2 t3 i.mdegree,-.1994959413192804,-2.93319763520745
neg10s,p56,yes,topic_brw t2 t3 i.mdegree,-.19920061604281,-2.781161959573608
neg10s,p56,yes,stats_brw topic_brw t2 t3 i.mdegree,-.1788942264336938,-2.817699159028118
neg10s,p12,no,,.0221217775848738,.2150646493509372
neg10s,p56,no,,-.1419753102440331,-2.453897344908583
neg10s,p12,no,stats_brw,.0041761703492784,.0421063701722003
neg10s,p56,no,stats_brw,-.1436867737981815,-2.424580075790098
neg10s,p12,no,topic_brw,.0451959396670224,.4374145020266348
neg10s,p56,no,topic_brw,-.1341268673643817,-2.394611351387721
neg10s,p12,no,t2,.0247629431098807,.2359571638603306
neg10s,p56,no,t2,-.1418922297255647,-2.448915514822393
neg10s,p12,no,t3,.0237844527041582,.232464685927823
neg10s,p56,no,t3,-.1406895133162778,-2.498948164541153
neg10s,p12,no,i.mdegree,.0684443139135684,.5866554353515175
neg10s,p56,no,i.mdegree,-.189236714765513,-2.774327740481353
neg10s,p12,no,stats_brw topic_brw,.0114263334811073,.1176703746074611
neg10s,p56,no,stats_brw topic_brw,-.1314120020736712,-2.370070011108898
neg10s,p12,no,stats_brw t2,.004113616691829,.0396018585286588
neg10s,p56,no,stats_brw t2,-.1436892916586489,-2.413916504778162
neg10s,p12,no,stats_brw t3,.0052432564804045,.0534278649974341
neg10s,p56,no,stats_brw t3,-.1422885366696091,-2.458705224328141
neg10s,p12,no,stats_brw i.mdegree,.0481964051839579,.4494971415612965
neg10s,p56,no,stats_brw i.mdegree,-.1895265924626695,-2.687415171303973
neg10s,p12,no,topic_brw t2,.049930095931765,.4721758276300212
neg10s,p56,no,topic_brw t2,-.1339179550778411,-2.385634692892879
neg10s,p12,no,topic_brw t3,.0466708318193529,.4556531459953402
neg10s,p56,no,topic_brw t3,-.1329432188237922,-2.458883769462231
neg10s,p12,no,topic_brw i.mdegree,.0847032454168539,.7279895979120055
neg10s,p56,no,topic_brw i.mdegree,-.1810011348606617,-2.59602605232732
neg10s,p12,no,t2 t3,.0428687099796842,.405849324464482
neg10s,p56,no,t2 t3,-.1385440665607219,-2.529756872027277
neg10s,p12,no,t2 i.mdegree,.0724141683748469,.6214624892365336
neg10s,p56,no,t2 i.mdegree,-.1884398501121403,-2.706556059972874
neg10s,p12,no,t3 i.mdegree,.0685678291971076,.5862145776224007
neg10s,p56,no,t3 i.mdegree,-.1891030202697764,-2.874951921636894
neg10s,p12,no,stats_brw topic_brw t2,.0088131195369132,.0877445543756642
neg10s,p56,no,stats_brw topic_brw t2,-.1314959908479955,-2.358749097944506
neg10s,p12,no,stats_brw topic_brw t3,.0127572374813136,.1329120963465231
neg10s,p56,no,stats_brw topic_brw t3,-.1296430536762676,-2.41989788801879
neg10s,p12,no,stats_brw topic_brw i.mdegree,.0714042119510867,.7590754988505583
neg10s,p56,no,stats_brw topic_brw i.mdegree,-.1650928411015431,-2.437401732478685
neg10s,p12,no,stats_brw t2 t3,.0221290659533253,.2129299691931544
neg10s,p56,no,stats_brw t2 t3,-.1404279313060154,-2.484707292261339
neg10s,p12,no,stats_brw t2 i.mdegree,.0472996061571436,.4265500490955166
neg10s,p56,no,stats_brw t2 i.mdegree,-.1896951152324858,-2.622423849592546
neg10s,p12,no,stats_brw t3 i.mdegree,.0484531749734081,.4514443574482852
neg10s,p56,no,stats_brw t3 i.mdegree,-.1892172851061034,-2.770428006030842
neg10s,p12,no,topic_brw t2 t3,.069803807664687,.6748784786130835
neg10s,p56,no,topic_brw t2 t3,-.1301847247688758,-2.508868428727395
neg10s,p12,no,topic_brw t2 i.mdegree,.0903305084954659,.7758811379401492
neg10s,p56,no,topic_brw t2 i.mdegree,-.1798097473998856,-2.514343724480911
neg10s,p12,no,topic_brw t3 i.mdegree,.0853797829047872,.7345131170748012
neg10s,p56,no,topic_brw t3 i.mdegree,-.1803769776467581,-2.70980228809537
neg10s,p12,no,t2 t3 i.mdegree,.0765876306723648,.6475005905827649
neg10s,p56,no,t2 t3 i.mdegree,-.1868656370661008,-2.902836923625323
neg10s,p12,no,stats_brw topic_brw t2 t3,.0276551878804825,.2824275315987704
neg10s,p56,no,stats_brw topic_brw t2 t3,-.1280442154640579,-2.453940664676855
neg10s,p12,no,stats_brw topic_brw t2 i.mdegree,.0686058574874984,.7036278082242693
neg10s,p56,no,stats_brw topic_brw t2 i.mdegree,-.1655924762950179,-2.376218499335057
neg10s,p12,no,stats_brw topic_brw t3 i.mdegree,.073409134284961,.7860489425561392
neg10s,p56,no,stats_brw topic_brw t3 i.mdegree,-.1627623989709575,-2.54198431115729
neg10s,p12,no,stats_brw t2 t3 i.mdegree,.0490668608180915,.4241894593214093
neg10s,p56,no,stats_brw t2 t3 i.mdegree,-.189055231203529,-2.756302890914812
neg10s,p12,no,topic_brw t2 t3 i.mdegree,.099881598764188,.8560817415468766
neg10s,p56,no,topic_brw t2 t3 i.mdegree,-.1761029605438784,-2.71240627189389
neg10s,p12,no,stats_brw topic_brw t2 t3 i.mdegree,.080932417966097,.787215200951369
neg10s,p56,no,stats_brw topic_brw t2 t3 i.mdegree,-.1606564987281932,-2.499739833732678
neg10s,group1,yes,,.1439544575297236,1.334107764322165
neg10s,group1,yes,stats_brw,.1375852264196181,1.333366028413101
neg10s,group1,yes,topic_brw,.1547684303773701,1.410115581923025
neg10s,group1,yes,t2,.1520276228609531,1.394580322912385
neg10s,group1,yes,t3,.1422999283874671,1.343201506728474
neg10s,group1,yes,i.mdegree,.2194818441452425,1.6297805686694
neg10s,group1,yes,stats_brw topic_brw,.1330133674826077,1.317415556750471
neg10s,group1,yes,stats_brw t2,.1453583458256388,1.393222507122791
neg10s,group1,yes,stats_brw t3,.1351294136448749,1.344260705051305
neg10s,group1,yes,stats_brw i.mdegree,.2059363416158707,1.63981701359658
neg10s,group1,yes,topic_brw t2,.1642022067213441,1.481072855241066
neg10s,group1,yes,topic_brw t3,.1533867411441284,1.42210330048061
neg10s,group1,yes,topic_brw i.mdegree,.2302076087378103,1.681436565171691
neg10s,group1,yes,t2 t3,.158241910222142,1.422316511868702
neg10s,group1,yes,t2 i.mdegree,.230803671698923,1.707239805847728
neg10s,group1,yes,t3 i.mdegree,.2191301298995953,1.64735747194392
neg10s,group1,yes,stats_brw topic_brw t2,.1383234971178437,1.362703484676916
neg10s,group1,yes,stats_brw topic_brw t3,.1299245865806223,1.321983699886959
neg10s,group1,yes,stats_brw topic_brw i.mdegree,.2041058205928104,1.690794870619409
neg10s,group1,yes,stats_brw t2 t3,.1513640104680236,1.418716246804517
neg10s,group1,yes,stats_brw t2 i.mdegree,.2161165410707421,1.71456892536864
neg10s,group1,yes,stats_brw t3 i.mdegree,.2053918834596304,1.664089613504155
neg10s,group1,yes,topic_brw t2 t3,.1701867524710983,1.50055876824878
neg10s,group1,yes,topic_brw t2 i.mdegree,.2423928422364726,1.761511111467086
neg10s,group1,yes,topic_brw t3 i.mdegree,.2297270768533243,1.701257340994879
neg10s,group1,yes,t2 t3 i.mdegree,.2370561351355488,1.730178077915089
neg10s,group1,yes,stats_brw topic_brw t2 t3,.1443589790437299,1.387822151485131
neg10s,group1,yes,stats_brw topic_brw t2 i.mdegree,.2112612907380562,1.747039886987253
neg10s,group1,yes,stats_brw topic_brw t3 i.mdegree,.2025579406947956,1.730932483046467
neg10s,group1,yes,stats_brw t2 t3 i.mdegree,.2224263916614888,1.724143471334401
neg10s,group1,yes,topic_brw t2 t3 i.mdegree,.2509843036487526,1.794865189997265
neg10s,group1,yes,stats_brw topic_brw t2 t3 i.mdegree,.2201511367415966,1.777208265599556
neg10s,group3,yes,,-.1180155529953923,-3.01117585692903
neg10s,group3,yes,stats_brw,-.1151215195065317,-2.993188123171293
neg10s,group3,yes,topic_brw,-.1185621481559441,-3.061213326735368
neg10s,group3,yes,t2,-.1233449991566881,-2.964723357235963
neg10s,group3,yes,t3,-.1234190083571716,-2.887487645385041
neg10s,group3,yes,i.mdegree,-.1628174222344101,-3.257335973796878
neg10s,group3,yes,stats_brw topic_brw,-.108614299006182,-2.958935338749381
neg10s,group3,yes,stats_brw t2,-.1205409023128909,-2.976916565974524
neg10s,group3,yes,stats_brw t3,-.1205329913306185,-2.886662490858885
neg10s,group3,yes,stats_brw i.mdegree,-.1563604194322889,-3.272135608932937
neg10s,group3,yes,topic_brw t2,-.1238140519490675,-2.991880809708873
neg10s,group3,yes,topic_brw t3,-.12375709518666,-2.910078217425757
neg10s,group3,yes,topic_brw i.mdegree,-.1613986498673618,-3.206716531513645
neg10s,group3,yes,t2 t3,-.1242807741485535,-2.935216257251951
neg10s,group3,yes,t2 i.mdegree,-.1772402915962953,-3.115841126704111
neg10s,group3,yes,t3 i.mdegree,-.1686142285290835,-3.078867291071206
neg10s,group3,yes,stats_brw topic_brw t2,-.1144410726567043,-2.938963215027347
neg10s,group3,yes,stats_brw topic_brw t3,-.1142504944558945,-2.842163051274321
neg10s,group3,yes,stats_brw topic_brw i.mdegree,-.1425091901032029,-3.124824101993565
neg10s,group3,yes,stats_brw t2 t3,-.1214135769368529,-2.948045365500805
neg10s,group3,yes,stats_brw t2 i.mdegree,-.1711708472298198,-3.178464865365211
neg10s,group3,yes,stats_brw t3 i.mdegree,-.1621924434656648,-3.099181078703868
neg10s,group3,yes,topic_brw t2 t3,-.1246877061769479,-2.956998563044798
neg10s,group3,yes,topic_brw t2 i.mdegree,-.1756820784934898,-3.052296684728689
neg10s,group3,yes,topic_brw t3 i.mdegree,-.1676195959499413,-3.051793229672608
neg10s,group3,yes,t2 t3 i.mdegree,-.1771514046107891,-3.135123609540276
neg10s,group3,yes,stats_brw topic_brw t2 t3,-.115321457951192,-2.90483388520301
neg10s,group3,yes,stats_brw topic_brw t2 i.mdegree,-.1577290253403161,-3.05865762385525
neg10s,group3,yes,stats_brw topic_brw t3 i.mdegree,-.1492076488153762,-3.007119176847056
neg10s,group3,yes,stats_brw t2 t3 i.mdegree,-.1711104137978449,-3.196615360782819
neg10s,group3,yes,topic_brw t2 t3 i.mdegree,-.1755062582681683,-3.076570915799135
neg10s,group3,yes,stats_brw topic_brw t2 t3 i.mdegree,-.1573042529959991,-3.098709865500518
neg10s,group1,no,,.0957145701769326,.8625770188272178
neg10s,group3,no,,-.0964797747055821,-2.637292030210819
neg10s,group1,no,stats_brw,.0906939114627145,.8512047258818178
neg10s,group3,no,stats_brw,-.0958727389779732,-2.572405404603886
neg10s,group1,no,topic_brw,.1070909291470166,.9527730779810266
neg10s,group3,no,topic_brw,-.0945383211259443,-2.692038817095722
neg10s,group1,no,t2,.0902579783010236,.79520083662232
neg10s,group3,no,t2,-.0993685586398869,-2.588598684584331
neg10s,group1,no,t3,.0887576804915482,.8231247990545154
neg10s,group3,no,t3,-.1022593445980554,-2.576229927833196
neg10s,group1,no,i.mdegree,.1605514685649292,1.226775216478074
neg10s,group3,no,i.mdegree,-.1350188034369789,-3.228351025233063
neg10s,group1,no,stats_brw topic_brw,.0893979316705789,.8555257258516148
neg10s,group3,no,stats_brw topic_brw,-.0896737041462957,-2.514234639772434
neg10s,group1,no,stats_brw t2,.0833354902938648,.7661622377918216
neg10s,group3,no,stats_brw t2,-.0994731682762285,-2.566610678074205
neg10s,group1,no,stats_brw t3,.0822911779974098,.8015772784705623
neg10s,group3,no,stats_brw t3,-.1019219784102429,-2.538937546100016
neg10s,group1,no,stats_brw i.mdegree,.1514597252154349,1.214463047814928
neg10s,group3,no,stats_brw i.mdegree,-.1319992702103278,-3.048601849713365
neg10s,group1,no,topic_brw t2,.1036527209129757,.9035895748019352
neg10s,group3,no,topic_brw t2,-.096340596124298,-2.615751242765522
neg10s,group1,no,topic_brw t3,.1005703392936049,.9194723184226508
neg10s,group3,no,topic_brw t3,-.0998250305913884,-2.590625966535384
neg10s,group1,no,topic_brw i.mdegree,.1715336296338969,1.29534735903398
neg10s,group3,no,topic_brw i.mdegree,-.1312951790188477,-3.22552955222399
neg10s,group1,no,t2 t3,.0965246519627854,.8379396029203499
neg10s,group3,no,t2 t3,-.0989028016786793,-2.609089521306518
neg10s,group1,no,t2 i.mdegree,.149608950827534,1.15979921862553
neg10s,group3,no,t2 i.mdegree,-.1426287186262154,-3.168636900577408
neg10s,group1,no,t3 i.mdegree,.156604021434157,1.245564422109269
neg10s,group3,no,t3 i.mdegree,-.1402735789458863,-3.089843705307416
neg10s,group1,no,stats_brw topic_brw t2,.0798087931335008,.7525965820597755
neg10s,group3,no,stats_brw topic_brw t2,-.0943283238847569,-2.522677793870486
neg10s,group1,no,stats_brw topic_brw t3,.0803619173552509,.7978773596445522
neg10s,group3,no,stats_brw topic_brw t3,-.0961166774836974,-2.477471768440309
neg10s,group1,no,stats_brw topic_brw i.mdegree,.1560685506254034,1.295728230740738
neg10s,group3,no,stats_brw topic_brw i.mdegree,-.117023839913849,-2.807716982476884
neg10s,group1,no,stats_brw t2 t3,.0894082224363704,.8086140539826782
neg10s,group3,no,stats_brw t2 t3,-.0990053382342728,-2.583197593346227
neg10s,group1,no,stats_brw t2 i.mdegree,.1375511830121908,1.116253793359089
neg10s,group3,no,stats_brw t2 i.mdegree,-.141020872256984,-3.016951382403913
neg10s,group1,no,stats_brw t3 i.mdegree,.147196219013132,1.233331466355849
neg10s,group3,no,stats_brw t3 i.mdegree,-.1373507221196383,-2.941234405139181
neg10s,group1,no,topic_brw t2 t3,.1096937706970862,.940737492371971
neg10s,group3,no,topic_brw t2 t3,-.0959027233752479,-2.64655152559316
neg10s,group1,no,topic_brw t2 i.mdegree,.1622155722456958,1.245619137737929
neg10s,group3,no,topic_brw t2 i.mdegree,-.1377131955829674,-3.156561469450134
neg10s,group1,no,topic_brw t3 i.mdegree,.1675004044291752,1.316756985472376
neg10s,group3,no,topic_brw t3 i.mdegree,-.1370593413786188,-3.104580296322411
neg10s,group1,no,t2 t3 i.mdegree,.1551292348239408,1.178483514776748
neg10s,group3,no,t2 t3 i.mdegree,-.1411531267127064,-3.229937198297684
neg10s,group1,no,stats_brw topic_brw t2 t3,.0859251872828857,.7965999402949852
neg10s,group3,no,stats_brw topic_brw t2 t3,-.0938525313154625,-2.543220699990298
neg10s,group1,no,stats_brw topic_brw t2 i.mdegree,.1414303006617431,1.184005620147313
neg10s,group3,no,stats_brw topic_brw t2 i.mdegree,-.1264828958660018,-2.773784214484865
neg10s,group1,no,stats_brw topic_brw t3 i.mdegree,.1505641341232824,1.320602615129016
neg10s,group3,no,stats_brw topic_brw t3 i.mdegree,-.1235651424569921,-2.771085807970111
neg10s,group1,no,stats_brw t2 t3 i.mdegree,.1429687930314194,1.129626907031745
neg10s,group3,no,stats_brw t2 t3 i.mdegree,-.1396950514320874,-3.078848302679621
neg10s,group1,no,topic_brw t2 t3 i.mdegree,.1701779823977413,1.275478882677596
neg10s,group3,no,topic_brw t2 t3 i.mdegree,-.135489494175543,-3.218213067145476
neg10s,group1,no,stats_brw topic_brw t2 t3 i.mdegree,.1499766513090881,1.217558534117771
neg10s,group3,no,stats_brw topic_brw t2 t3 i.mdegree,-.123896728818097,-2.816238695308059
pos10s,proindex,yes,,.0002313266873795,.0179362550132639
pos10s,proindex,yes,stats_brw,.0007535242577408,.0598238331117931
pos10s,proindex,yes,topic_brw,.0005923622417704,.046026173142936
pos10s,proindex,yes,t2,-.0004350848195658,-.0346981997074523
pos10s,proindex,yes,t3,.0003226656289471,.0249195072720989
