"id","peer_mean","peer_N"
"t60m19",4.07692307692308,13
"t60m20",4.07692307692308,13
"t60m21",4.07692307692308,13
"t60m22",4.07692307692308,13
"t60m23",4.07692307692308,13
"t60m24",4.07692307692308,13
"t61m1",4.14285714285714,21
"t61m2",4.14285714285714,21
"t61m3",4.14285714285714,21
"t61m4",4.14285714285714,21
"t61m5",4.14285714285714,21
"t61m6",4.14285714285714,21
"t61m7",3.71428571428571,7
"t61m8",3.71428571428571,7
"t61m9",3.71428571428571,7
"t61m10",3.71428571428571,7
"t61m11",3.71428571428571,7
"t61m12",3.71428571428571,7
"t61m13",NA,NA
"t61m14",NA,NA
"t61m15",NA,NA
"t61m16",NA,NA
"t61m17",NA,NA
"t61m18",NA,NA
"t61m19",NA,NA
"t61m20",NA,NA
"t61m21",NA,NA
"t61m22",NA,NA
"t61m23",NA,NA
"t61m24",NA,NA
"t62m1",3.28571428571429,7
"t62m2",3.28571428571429,7
"t62m3",3.28571428571429,7
"t62m4",3.28571428571429,7
"t62m5",3.28571428571429,7
"t62m6",3.28571428571429,7
"t62m7",3.28571428571429,7
"t62m8",3.28571428571429,7
"t62m9",3.28571428571429,7
"t62m10",3.28571428571429,7
"t62m11",3.28571428571429,7
"t62m12",3.28571428571429,7
"t62m13",3.28571428571429,7
"t62m14",3.28571428571429,7
"t62m15",3.28571428571429,7
"t62m16",3.28571428571429,7
"t64m1",4.5625,32
"t64m2",4.55555555555556,18
"t64m3",4.48484848484848,33
"t64m4",4.47368421052632,19
"t64m5",4.42857142857143,21
"t64m6",4.66666666666667,12
"t64m7",4.14285714285714,7
"t64m8",NA,NA
"t64m9",4.55,20
"t64m10",4.66666666666667,12
"t64m11",4.48148148148148,27
"t64m12",4.66666666666667,12
"t64m13",4.48148148148148,27
"t64m14",4.66666666666667,12
"t64m15",2,5
"t64m16",NA,NA
"t65m1",4.92,25
"t65m2",4.92,25
"t65m3",4.92,25
"t65m4",4.92,25
"t65m5",4.8,5
"t65m6",4.8,5
"t65m7",4.8,5
"t65m8",4.8,5
"t65m9",4.75675675675676,37
"t65m10",4.75675675675676,37
"t65m11",4.75675675675676,37
"t65m12",4.75675675675676,37
"t65m13",4.92,25
"t65m14",4.92,25
"t65m15",4.92,25
"t65m16",4.92,25
"t65m17",4.8,5
"t65m18",4.8,5
"t65m19",4.8,5
"t65m20",4.8,5
"t65m21",4.75675675675676,37
"t65m22",4.75675675675676,37
"t65m23",4.75675675675676,37
"t65m24",4.75675675675676,37
"t65m25",4.92,25
"t65m26",4.92,25
"t65m27",4.92,25
"t65m28",4.92,25
"t65m29",4.8,5
"t65m30",4.8,5
"t65m31",4.8,5
"t65m32",4.8,5
"t65m33",4.75675675675676,37
"t65m34",4.75675675675676,37
"t65m35",4.75675675675676,37
"t65m36",4.75675675675676,37
"t68m1",4.33333333333333,6
"t68m2",4.33333333333333,6
"t68m3",4.33333333333333,6
"t68m4",4.33333333333333,6
"t68m5",4.33333333333333,6
"t68m6",4.33333333333333,6
"t68m7",4.33333333333333,6
"t68m8",4.33333333333333,6
"t68m9",4.33333333333333,6
"t68m10",4.33333333333333,6
"t68m11",4.33333333333333,6
"t68m12",4.33333333333333,6
"t68m13",4.33333333333333,6
"t68m14",4.33333333333333,6
"t68m15",4.33333333333333,6
"t68m16",4.33333333333333,6
"t68m17",4.33333333333333,6
"t68m18",4.33333333333333,6
"t68m19",4.33333333333333,6
"t68m20",4.33333333333333,6
"t68m21",4.33333333333333,6
"t68m22",4.33333333333333,6
"t68m23",4.33333333333333,6
"t68m24",4.33333333333333,6
"t68m25",4.33333333333333,6
"t68m26",4.33333333333333,6
"t68m27",4.33333333333333,6
"t68m28",4.33333333333333,6
"t68m29",4.33333333333333,6
"t68m30",4.33333333333333,6
"t68m31",4.33333333333333,6
"t68m32",4.33333333333333,6
"t68m33",4.33333333333333,6
"t68m34",4.33333333333333,6
"t68m35",4.33333333333333,6
"t68m36",4.33333333333333,6
"t68m37",4.33333333333333,6
"t68m38",4.33333333333333,6
"t68m39",4.33333333333333,6
"t68m40",4.33333333333333,6
"t68m41",4.33333333333333,6
"t68m42",4.33333333333333,6
"t68m43",4.33333333333333,6
"t68m44",4.33333333333333,6
"t68m45",4.33333333333333,6
"t68m46",4.33333333333333,6
"t68m47",4.33333333333333,6
"t68m48",4.33333333333333,6
"t68m49",4.33333333333333,6
"t68m50",4.33333333333333,6
"t68m51",4.33333333333333,6
"t68m52",4.33333333333333,6
"t68m53",4.33333333333333,6
"t68m54",4.33333333333333,6
"t68m55",4.33333333333333,6
"t68m56",4.33333333333333,6
"t68m57",4.33333333333333,6
"t68m58",4.33333333333333,6
"t68m59",4.33333333333333,6
"t68m60",4.33333333333333,6
"t68m61",4.33333333333333,6
"t68m62",4.33333333333333,6
"t68m63",4.33333333333333,6
"t68m64",4.33333333333333,6
"t68m65",4.33333333333333,6
"t68m66",4.33333333333333,6
"t68m67",4.33333333333333,6
"t68m68",4.33333333333333,6
"t68m69",4.33333333333333,6
"t68m70",4.33333333333333,6
"t68m71",4.33333333333333,6
"t68m72",4.33333333333333,6
"t68m73",4.33333333333333,6
"t68m74",4.33333333333333,6
"t68m75",4.33333333333333,6
"t68m76",4.33333333333333,6
"t68m77",4.33333333333333,6
"t68m78",4.33333333333333,6
"t68m79",4.33333333333333,6
"t68m80",4.33333333333333,6
"t68m81",4.33333333333333,6
"t68m82",4.33333333333333,6
"t68m83",4.33333333333333,6
"t68m84",4.33333333333333,6
"t68m85",4.33333333333333,6
"t68m86",4.33333333333333,6
"t68m87",4.33333333333333,6
"t68m88",4.33333333333333,6
"t68m89",4.33333333333333,6
"t68m90",4.33333333333333,6
"t68m91",4.33333333333333,6
"t68m92",4.33333333333333,6
"t68m93",4.33333333333333,6
"t68m94",4.33333333333333,6
"t68m95",4.33333333333333,6
"t68m96",4.33333333333333,6
"t68m97",4.33333333333333,6
"t68m98",4.33333333333333,6
"t68m99",4.33333333333333,6
"t68m100",4.33333333333333,6
"t68m101",4.33333333333333,6
"t68m102",4.33333333333333,6
"t68m103",4.33333333333333,6
"t68m104",4.33333333333333,6
"t68m105",4.33333333333333,6
"t68m106",4.33333333333333,6
"t68m107",4.33333333333333,6
"t68m108",4.33333333333333,6
"t68m109",4.33333333333333,6
"t68m110",4.33333333333333,6
"t68m111",4.33333333333333,6
"t68m112",4.33333333333333,6
"t69m1",4.66666666666667,6
"t69m2",4.66666666666667,6
"t69m3",4.66666666666667,6
"t69m4",4.66666666666667,6
"t69m5",4.66666666666667,6
"t69m6",4.66666666666667,6
"t69m7",4.66666666666667,6
"t69m8",4.66666666666667,6
"t69m9",4.66666666666667,6
"t69m10",4.66666666666667,6
"t69m11",4.66666666666667,6
"t69m12",4.66666666666667,6
"t70m1",4.63636363636364,11
"t70m2",4.63636363636364,11
"t70m3",4.63636363636364,11
"t70m4",4.63636363636364,11
"t70m5",4.63636363636364,11
"t70m6",4.63636363636364,11
"t70m7",4.63636363636364,11
"t70m8",4.63636363636364,11
"t70m9",4.63636363636364,11
"t70m10",4.63636363636364,11
"t70m11",4.63636363636364,11
"t70m12",4.63636363636364,11
"t70m13",4.63636363636364,11
"t70m14",4.63636363636364,11
"t70m15",4.63636363636364,11
"t70m16",4.63636363636364,11
"t72m1",4.14285714285714,7
"t72m2",4.14285714285714,7
"t72m3",4.14285714285714,7
"t72m4",4.14285714285714,7
"t72m5",4.14285714285714,7
"t72m6",4.14285714285714,7
"t72m7",4.14285714285714,7
"t72m8",4.14285714285714,7
"t72m9",4.14285714285714,7
"t72m10",4.14285714285714,7
"t72m11",4.14285714285714,7
"t72m12",4.14285714285714,7
"t73m1",4.46153846153846,13
"t73m2",4.46153846153846,13
"t73m3",4.46153846153846,13
"t73m4",4.46153846153846,13
"t73m5",4.46153846153846,13
"t73m6",4.46153846153846,13
"t73m7",4.46153846153846,13
"t73m8",4.46153846153846,13
"t73m9",4.46153846153846,13
"t73m10",4.46153846153846,13
"t73m11",4.46153846153846,13
"t73m12",4.46153846153846,13
"t75m1",3.83333333333333,6
"t75m2",3.83333333333333,6
"t75m3",3.83333333333333,6
"t75m4",3.83333333333333,6
"t75m5",3.83333333333333,6
"t75m6",3.83333333333333,6
"t75m7",3.83333333333333,6
"t75m8",3.83333333333333,6
"t75m9",3.83333333333333,6
"t75m10",3.83333333333333,6
"t75m11",3.83333333333333,6
"t75m12",3.83333333333333,6
"t75m13",3.83333333333333,6
"t75m14",3.83333333333333,6
"t75m15",3.83333333333333,6
"t75m16",3.83333333333333,6
"t75m17",3.83333333333333,6
"t75m18",3.83333333333333,6
"t77m1",4.4,5
"t77m2",4.4,5
"t77m3",4.4,5
"t77m4",4.4,5
"t77m5",4.4,5
"t77m6",4.4,5
"t82m1",2.6,5
"t82m2",2.6,5
"t82m3",2.6,5
"t82m4",2.6,5
"t82m5",2.3,10
"t82m6",2.3,10
"t82m7",2.3,10
"t82m8",2.3,10
"t83m1",4.42857142857143,7
"t83m2",4.42857142857143,7
"t83m3",4.42857142857143,7
"t83m4",4.42857142857143,7
"t83m5",4.42857142857143,7
"t83m6",4.42857142857143,7
"t83m7",4.42857142857143,7
"t83m8",4.42857142857143,7
"t83m9",4.42857142857143,7
"t83m10",4.42857142857143,7
"t83m11",4.42857142857143,7
"t83m12",4.42857142857143,7
"t84m1",4.5,6
"t84m2",4.5,6
"t84m3",4.5,6
"t84m4",4.5,6
"t84m5",4.5,6
"t84m6",4.5,6
"t84m7",4.5,6
"t84m8",4.5,6
"t84m9",4.5,6
"t84m10",4.5,6
"t84m11",4.5,6
"t84m12",4.5,6
"t86m1",4.42857142857143,7
"t86m2",4.42857142857143,7
"t86m3",4.42857142857143,7
"t86m4",4.42857142857143,7
"t86m5",4.42857142857143,7
"t86m6",4.42857142857143,7
"t86m7",4.42857142857143,7
"t86m8",4.42857142857143,7
"t86m9",4.42857142857143,7
"t86m10",4.42857142857143,7
"t86m11",4.42857142857143,7
"t86m12",4.42857142857143,7
"t86m13",4.42857142857143,7
"t86m14",4.42857142857143,7
"t86m15",4.42857142857143,7
"t86m16",4.42857142857143,7
"t86m17",4.42857142857143,7
"t86m18",4.42857142857143,7
"t86m19",4.42857142857143,7
"t86m20",4.42857142857143,7
"t86m21",4.42857142857143,7
"t86m22",4.42857142857143,7
"t86m23",4.42857142857143,7
"t86m24",4.42857142857143,7
"t86m25",4.42857142857143,7
"t86m26",4.42857142857143,7
"t86m27",4.42857142857143,7
"t86m28",4.42857142857143,7
"t86m29",4.42857142857143,7
"t86m30",4.42857142857143,7
"t86m31",4.42857142857143,7
"t86m32",4.42857142857143,7
"t86m33",4.42857142857143,7
"t86m34",4.42857142857143,7
"t86m35",4.42857142857143,7
"t86m36",4.42857142857143,7
"t86m37",4.42857142857143,7
"t86m38",4.42857142857143,7
"t86m39",4.42857142857143,7
"t86m40",4.42857142857143,7
"t86m41",4.42857142857143,7
"t86m42",4.42857142857143,7
"t86m43",4.42857142857143,7
"t86m44",4.42857142857143,7
"t86m45",4.42857142857143,7
"t86m46",4.42857142857143,7
"t86m47",4.42857142857143,7
"t86m48",4.42857142857143,7
"t86m49",4.42857142857143,7
"t86m50",4.42857142857143,7
"t86m51",4.42857142857143,7
"t86m52",4.42857142857143,7
"t86m53",4.42857142857143,7
"t86m54",4.42857142857143,7
"t87m1",3.28571428571429,7
"t87m2",3.28571428571429,7
"t87m3",3.28571428571429,7
"t87m4",3.28571428571429,7
"t87m5",3.28571428571429,7
"t87m6",3.28571428571429,7
"t87m7",3.28571428571429,7
"t87m8",3.28571428571429,7
"t87m9",3.28571428571429,7
"t87m10",3.28571428571429,7
"t87m11",3.28571428571429,7
"t87m12",3.28571428571429,7
"t93m1",5,5
"t93m2",5,5
"t93m3",4.5,6
"t93m4",4.5,6
"t93m5",5,5
"t93m6",5,5
"t93m7",5,5
"t93m8",5,5
"t93m9",3.71428571428571,7
"t93m10",3.71428571428571,7
"t93m11",5,5
"t93m12",5,5
"t93m13",4.5,6
"t93m14",4.5,6
"t93m15",5,5
"t93m16",5,5
"t93m17",5,5
"t93m18",5,5
"t93m19",3.71428571428571,7
"t93m20",3.71428571428571,7
"t94m1",4.16666666666667,6
"t94m2",4.16666666666667,6
"t94m3",4.16666666666667,6
"t94m4",4.16666666666667,6
"t94m5",4.16666666666667,6
"t94m6",4.17307692307692,52
"t94m7",4.16666666666667,6
"t94m8",4.16666666666667,6
"t94m9",4.16666666666667,6
"t94m10",4.16666666666667,6
"t94m11",4.16666666666667,6
"t94m12",4.17307692307692,52
"t95m1",4.6,5
"t95m2",4.6,5
"t95m3",4.6,5
"t95m4",4.6,5
"t95m5",4.6,5
"t95m6",4.6,5
"t95m7",4.6,5
"t95m8",4.6,5
"t96m1",4.03333333333333,30
"t96m2",4.03333333333333,30
"t96m3",4.03333333333333,30
"t96m4",4.03333333333333,30
"t96m5",4.03333333333333,30
"t96m6",4.03333333333333,30
"t96m7",4.66666666666667,6
"t96m8",4.66666666666667,6
"t96m9",4.66666666666667,6
"t96m10",4.66666666666667,6
"t96m11",4.66666666666667,6
"t96m12",4.66666666666667,6
"t96m13",4.66666666666667,6
"t96m14",4.66666666666667,6
"t96m15",4.66666666666667,6
"t96m16",4.66666666666667,6
"t96m17",4.66666666666667,6
"t96m18",4.66666666666667,6
"t96m19",4.03333333333333,30
"t96m20",4.03333333333333,30
"t96m21",4.03333333333333,30
"t96m22",4.03333333333333,30
"t96m23",4.03333333333333,30
"t96m24",4.03333333333333,30
"t96m25",4.03333333333333,30
"t96m26",4.03333333333333,30
"t96m27",4.03333333333333,30
"t96m28",4.03333333333333,30
"t96m29",4.03333333333333,30
"t96m30",4.03333333333333,30
"t96m31",4.66666666666667,6
"t96m32",4.66666666666667,6
"t96m33",4.66666666666667,6
"t96m34",4.66666666666667,6
"t96m35",4.66666666666667,6
"t96m36",4.66666666666667,6
"t96m37",4.66666666666667,6
"t96m38",4.66666666666667,6
"t96m39",4.66666666666667,6
"t96m40",4.66666666666667,6
"t96m41",4.66666666666667,6
"t96m42",4.66666666666667,6
"t96m43",4.03333333333333,30
"t96m44",4.03333333333333,30
"t96m45",4.03333333333333,30
"t96m46",4.03333333333333,30
"t96m47",4.03333333333333,30
"t96m48",4.03333333333333,30
"t96m49",3.84313725490196,51
"t96m50",3.84313725490196,51
"t96m51",3.84313725490196,51
"t96m52",3.84313725490196,51
"t96m53",3.84313725490196,51
"t96m54",3.84313725490196,51
"t96m55",3.84313725490196,51
"t96m56",3.84313725490196,51
"t96m57",3.84313725490196,51
"t96m58",3.84313725490196,51
"t96m59",3.84313725490196,51
"t96m60",3.84313725490196,51
"t96m61",3.92,25
"t96m62",3.92,25
"t96m63",3.92,25
"t96m64",3.92,25
"t96m65",3.92,25
"t96m66",3.92,25
"t96m67",3.92,25
"t96m68",3.92,25
"t96m69",3.92,25
"t96m70",3.92,25
"t96m71",3.92,25
"t96m72",3.92,25
"t96m73",3.84313725490196,51
"t96m74",3.84313725490196,51
"t96m75",3.84313725490196,51
"t96m76",3.84313725490196,51
"t96m77",3.84313725490196,51
"t96m78",3.84313725490196,51
"t96m79",3.84313725490196,51
"t96m80",3.84313725490196,51
"t96m81",3.84313725490196,51
"t96m82",3.84313725490196,51
"t96m83",3.84313725490196,51
"t96m84",3.84313725490196,51
"t96m85",3.92,25
"t96m86",3.92,25
"t96m87",3.92,25
"t96m88",3.92,25
"t96m89",3.92,25
"t96m90",3.92,25
"t96m91",3.92,25
"t96m92",3.92,25
"t96m93",3.92,25
"t96m94",3.92,25
"t96m95",3.92,25
"t96m96",3.92,25
"t97m1",4.5,6
"t97m2",4.5,6
"t97m3",4.5,6
"t97m4",4.5,6
"t97m5",4.5,6
"t97m6",4.5,6
"t97m7",4.5,6
"t97m8",4.5,6
"t97m9",4.5,6
"t97m10",4.5,6
"t97m11",4.5,6
"t97m12",4.5,6
"t98m1",4.11111111111111,9
"t98m2",4.11111111111111,9
"t98m3",4.11111111111111,9
"t98m4",4.11111111111111,9
"t98m5",3.5,4
"t98m6",3.5,4
"t98m7",3.5,4
"t98m8",3.5,4
"t98m9",3.5,4
"t98m10",3.5,4
"t98m11",3.5,4
"t98m12",3.5,4
"t98m13",4.11111111111111,9
"t98m14",4.11111111111111,9
"t98m15",4.11111111111111,9
"t98m16",4.11111111111111,9
"t98m17",4.11111111111111,9
"t98m18",4.11111111111111,9
"t98m19",4.11111111111111,9
"t98m20",4.11111111111111,9
"t98m21",3.5,4
"t98m22",3.5,4
"t98m23",3.5,4
"t98m24",3.5,4
"t98m25",3.5,4
"t98m26",3.5,4
"t98m27",3.5,4
"t98m28",3.5,4
"t98m29",4.11111111111111,9
"t98m30",4.11111111111111,9
"t98m31",4.11111111111111,9
"t98m32",4.11111111111111,9
"t101m1",3,6
"t101m2",3,6
"t101m3",3,6
"t101m4",3,6
"t101m5",3,6
"t101m6",3,6
"t101m7",3,6
"t101m8",3,6
"t101m9",3,6
"t101m10",3,6
"t101m11",3,6
"t101m12",3,6
"t101m13",3,6
"t101m14",3,6
"t101m15",3,6
"t101m16",3,6
"t101m17",3,6
"t101m18",3,6
"t101m19",3,6
"t101m20",3,6
"t101m21",3,6
"t101m22",3,6
"t101m23",3,6
"t101m24",3,6
"t101m25",3,6
"t101m26",3,6
"t101m27",3,6
"t101m28",3,6
"t101m29",3,6
"t101m30",3,6
"t101m31",3,6
"t101m32",3,6
"t101m33",3,6
"t101m34",3,6
"t101m35",3,6
"t101m36",3,6
"t101m37",3,6
"t101m38",3,6
"t101m39",3,6
"t101m40",3,6
"t101m41",3,6
"t101m42",3,6
"t101m43",3,6
"t101m44",3,6
"t101m45",3,6
"t101m46",3,6
"t101m47",3,6
"t101m48",3,6
"t104m1",4.66666666666667,6
"t104m2",4.66666666666667,6
"t104m3",4.66666666666667,6
"t104m4",4.66666666666667,6
"t106m1",3.66666666666667,6
"t106m2",3.66666666666667,6
"t106m3",3.66666666666667,6
"t106m4",3.66666666666667,6
