u_id,u_teamid,belief1,belief2,belief3,belief4,belief5,belief6,belief7,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,stat1,stat2,stat3,stat4,stat5,stat6,stat7,pro_immigrant,Group.1,Hsup,stats,topic,belief,immig,concl
1,1,2,4,2,1,1,2,3,1,1,3,2,0,0,0,0,0,3,3,4,8,4,3,3,3,1,0,0.34620437516850505,-0.1258389922272597,-0.6606164248753333,-1.2965517241379312,-0.20975056689342506
10,5,2,3,2,2,2,2,3,1,1,3,3,0,0,0,0,0,3,3,4,6,4,1,1,3,5,0,-0.11820550218404505,-0.134630010203853,-0.3000859118247931,-1.2965517241379325,-0.2097505668934249
100,48,2,3,2,2,2,2,2,1,2,3,5,1,0,0,0,1,4,4,3,3,5,1,2,4,48,0,0.4751215749859235,0.27084393567558973,-0.40938022533118396,-0.2965517241379328,-0.2097505668934256
101,48,2,3,2,2,2,2,2,1,1,1,5,0,0,0,0,0,3,3,3,7,4,2,1,5,48,0,-0.07417887680731125,-0.22532380576625338,-0.3894084348089308,0.7034482758620696,-0.2097505668934243
102,49,2,3,2,2,2,2,3,3,2,1,5,0,0,0,0,0,3,4,4,2,3,1,1,5,49,0,-0.3490202650321489,-0.05627177072608245,-0.2677097765404254,0.7034482758620716,-0.20975056689342278
103,49,3,3,2,3,2,2,3,3,2,1,5,1,0,0,0,0,2,3,3,1,2,1,1,5,49,0,-0.9087868413371378,-0.007208561996012643,0.16171679561224883,0.7034482758620734,-0.20975056689342284
104,49,2,3,2,2,2,2,3,3,1,1,2,0,0,0,0,0,4,4,4,4,3,1,1,5,49,0,-0.1885181643729403,-0.20962724198089977,-0.2725005795129046,0.7034482758620718,-0.20975056689342267
109,52,2,3,2,2,3,3,3,1,1,1,3,1,0,0,0,0,3,4,3,3,3,1,1,5,52,0.5,-0.43029767351196335,-0.17986666056320855,-0.047541255609995475,0.70344827586206915,0.29024943310657625
11,5,2,3,2,1,2,2,3,1,1,2,2,0,0,0,0,0,3,3,4,2,4,1,2,4,5,0,-0.07451661522196774,-0.24194015740233732,-0.4827266055973626,-0.29655172413793207,-0.20975056689342447
110,52,3,3,2,3,3,2,3,3,1,1,4,1,0,0,0,0,3,4,4,3,3,1,2,6,52,0.5,-0.22080445943472207,-0.013085466169184205,0.33231963578149465,1.703448275862072,0.29024943310657764
112,54,2,3,2,2,2,2,2,1,1,3,2,1,0,0,0,0,4,4,3,1,5,3,3,4,54,0,0.6557299987404885,-0.004269304242956108,-0.41576083640202605,-0.2965517241379336,-0.20975056689342544
113,54,3,3,2,3,3,2,3,3,1,3,4,1,0,0,0,0,4,4,4,2,4,3,1,5,54,0,0.2186808064948766,0.13664383646625256,0.3149703571605575,0.7034482758620697,-0.20975056689342403
114,54,2,4,2,2,2,3,2,2,1,2,5,1,0,0,0,1,4,4,3,1,4,1,1,5,54,0,0.02636352656498136,0.13698217797799328,-0.32150283527947887,0.7034482758620694,-0.20975056689342464
116,56,2,3,2,2,2,2,2,1,1,1,4,0,0,0,0,0,4,4,4,12,4,3,3,4,56,0.5,0.6317932031569656,-0.14319253524295206,-0.42030846997579047,-0.29655172413792996,0.2902494331065762
12,5,2,3,2,2,3,2,3,1,1,3,4,1,0,0,0,0,2,3,4,1,4,1,2,4,5,0,-0.21580623423470519,-0.02011838241797112,-0.10841572184990013,-0.29655172413793307,-0.20975056689342514
120,58,2,3,1,2,2,2,3,1,1,1,4,1,0,0,0,0,3,2,4,1,4,1,2,4,58,0.6666666666666666,-0.1671665896598825,-0.10606991130871599,-0.3655477819046995,-0.29655172413793085,0.45691609977324293
121,58,2,3,1,2,2,3,2,1,1,2,4,0,0,0,0,0,2,3,3,2,4,1,3,4,58,0.6666666666666666,-0.14704608250385134,-0.1309003883859028,-0.4323372636519896,-0.2965517241379323,0.4569160997732423
122,58,3,3,2,3,3,4,3,2,1,1,5,1,0,0,0,1,1,3,3,1,3,2,1,6,58,0.6666666666666666,-0.7436369434275203,0.04796523300564664,0.4389861327480052,1.70344827586207,0.4569160997732427
123,59,3,3,3,3,3,3,3,1,1,1,2,0,0,0,0,0,3,3,2,3,4,2,2,3,59,0,-0.1425297937749778,-0.30487998520798915,0.41480712921408264,-1.2965517241379332,-0.2097505668934243
124,60,2,3,1,1,2,2,3,1,1,1,5,0,0,0,0,0,2,4,1,3,3,1,3,1,60,0,-0.4306323665021389,-0.23239442001136246,-0.5908192720930251,-3.2965517241379327,-0.20975056689342386
125,61,2,3,1,2,2,3,2,1,1,1,2,0,0,0,0,0,4,4,3,9,4,3,2,5,61,0,0.3859797782655153,-0.27688597261026626,-0.4263776797552219,0.7034482758620696,-0.20975056689342422
127,61,2,1,1,2,3,3,2,2,3,3,4,1,0,0,0,0,4,4,3,12,5,3,3,6,61,0,0.948758189478908,0.28105061537137555,-0.2804902829721214,1.7034482758620704,-0.20975056689342472
128,62,1,3,4,1,2,4,2,1,1,1,5,1,0,0,0,0,3,3,2,1,3,1,1,5,62,0.5,-0.5670519404712254,-0.13425222699623834,-0.5524584996148857,0.7034482758620701,0.2902494331065757
129,62,2,3,1,2,1,3,3,1,1,2,4,1,0,0,0,0,4,4,3,4,4,1,2,5,62,0.5,0.17605334870479925,-0.024299464068066566,-0.4840349896328058,0.7034482758620694,0.290249433106576
13,6,2,4,4,2,2,3,2,1,1,1,2,1,0,0,0,0,3,4,3,2,3,1,1,5,6,1,-0.46026153567619454,-0.17419456247803822,-0.1713841384009179,0.7034482758620693,0.7902494331065764
130,62,2,3,3,2,2,3,2,3,1,3,4,1,1,0,0,0,4,4,3,3,3,1,3,6,62,0.5,0.1185888290379453,0.4113736205811105,-0.2540058995016063,1.7034482758620726,0.2902494331065761
134,64,2,3,4,2,3,4,3,1,1,1,2,0,0,0,0,0,1,2,4,1,2,1,1,2,64,0,-1.1854037631510037,-0.39769545569205345,0.12809343446298638,-2.2965517241379314,-0.20975056689342444
135,64,2,3,2,2,2,3,2,1,1,1,5,1,0,0,0,0,2,4,4,1,3,1,1,5,64,0,-0.5407355852294692,-0.17080299220231399,-0.33099524112903017,0.7034482758620689,-0.20975056689342417
136,65,2,1,1,3,3,2,3,3,3,3,5,1,0,0,0,0,3,3,3,12,4,2,3,4,65,0.6666666666666666,0.3692505248536615,0.3887972789363745,-0.039021419266232454,-0.29655172413792824,0.45691609977324316
137,65,3,3,2,3,3,2,3,1,3,3,4,0,0,0,0,1,4,4,4,12,5,2,3,4,65,0.6666666666666666,0.8729192917101127,0.313789785917703,0.28482087925735466,-0.2965517241379316,0.4569160997732417
138,65,3,3,3,3,3,3,3,1,2,1,5,0,0,0,0,0,4,4,4,3,4,1,3,3,65,0.6666666666666666,0.27590925600387955,-0.04306257908002515,0.4037681759025664,-1.2965517241379323,0.4569160997732431
14,6,2,3,2,2,2,3,3,3,3,3,5,1,1,1,1,1,4,4,4,12,5,3,3,3,6,1,1.234659546437576,1.7222959622084504,-0.26921003940460114,-1.2965517241379314,0.7902494331065757
141,68,3,4,3,3,3,4,3,3,1,1,4,0,0,0,0,0,4,4,4,5,4,2,1,4,68,0,0.14241738027119794,-0.10232114257044604,0.4907965432253753,-0.29655172413793096,-0.209750566893423
142,68,3,3,2,2,2,2,3,1,1,1,2,0,0,0,0,0,2,4,3,1,4,1,1,5,68,0,-0.3840504402957995,-0.3454126177159711,-0.04650450698175212,0.7034482758620666,-0.2097505668934239
143,68,3,3,2,3,3,3,3,1,1,1,3,0,0,0,0,0,2,4,4,2,3,1,1,4,68,0,-0.5878666883659419,-0.32248569226739116,0.36201030670941337,-0.29655172413793257,-0.20975056689342392
144,69,2,2,2,3,3,3,3,1,1,2,4,1,0,0,0,0,2,4,4,3,4,1,2,3,69,0,-0.12927077451266653,-0.0746544919255166,0.10001976437596112,-1.2965517241379345,-0.20975056689342456
145,69,2,3,2,2,2,2,2,2,2,2,5,1,0,0,0,1,4,4,3,2,4,2,2,4,69,0,0.2659652772309643,0.23970732190105304,-0.40536629037075,-0.29655172413793024,-0.20975056689342472
146,69,2,3,2,3,2,2,3,2,1,2,5,1,0,0,0,0,3,4,3,1,4,1,2,4,69,0,-0.036032271559096336,0.01652380912767961,-0.09275962464750741,-0.2965517241379319,-0.20975056689342395
147,70,3,3,2,4,3,4,3,1,1,1,5,0,0,0,0,0,1,4,1,1,1,2,1,4,70,0.5,-1.3716301678493736,-0.28966177585418634,0.6171899220364454,-0.2965517241379297,0.2902494331065761
148,70,2,2,1,3,2,4,3,2,3,2,5,1,0,0,0,0,1,2,2,1,3,3,3,3,70,0.5,-0.5096200978667298,0.16847271098819577,-0.09559077924315239,-1.2965517241379299,0.2902494331065757
15,7,3,3,3,3,3,3,3,1,1,1,2,0,0,0,0,0,3,4,4,2,3,1,1,4,7,0.5,-0.4510785996615071,-0.2995729716199084,0.43095170457852744,-0.29655172413793196,0.29024943310657636
150,72,3,3,3,3,3,3,3,3,3,1,3,0,0,0,0,0,4,4,5,12,5,3,3,6,72,0,0.9822854114300159,0.07842616337168916,0.43559199199006016,1.7034482758620708,-0.209750566893423
151,72,3,3,3,3,3,3,3,1,3,3,4,0,0,0,0,0,2,4,3,12,1,1,1,5,72,0,-0.8841737331824058,-0.03381051464640787,0.45958034840523965,0.7034482758620736,-0.20975056689342467
152,72,4,4,4,4,4,4,4,1,1,1,4,0,0,0,0,0,4,4,3,6,4,3,2,6,72,0,0.27613871817457164,-0.21630385403162716,1.2959660077866657,1.7034482758620688,-0.20975056689342417
153,73,3,3,2,3,3,3,3,1,1,1,4,1,0,0,0,1,2,3,4,3,4,2,2,6,73,0,-0.10859726900188434,-0.03902029773091613,0.38171843597427374,1.7034482758620686,-0.20975056689342475
155,75,2,3,2,2,3,3,3,1,1,1,2,0,0,0,0,0,3,3,4,5,3,3,3,5,75,0,-0.015020879210852078,-0.3110452568228308,-0.05367279153085956,0.7034482758620707,-0.20975056689342433
156,75,3,3,2,2,3,3,3,1,1,3,5,0,0,0,0,0,4,4,4,3,5,1,3,1,75,0,0.5576754565330153,0.008736887114132966,0.10715558331590769,-3.296551724137936,-0.20975056689342478
157,75,3,3,2,3,3,3,3,1,1,3,4,1,0,0,0,0,3,4,4,12,2,3,1,4,75,0,-0.282335425355932,-0.022248622680339687,0.35860540490324405,-0.29655172413792846,-0.2097505668934249
16,7,2,3,2,2,2,3,3,1,1,1,4,1,0,0,0,0,3,4,4,1,4,1,1,5,7,0.5,-0.1449690538174528,-0.12343071884158043,-0.2280047121492581,0.7034482758620676,0.2902494331065763
161,77,4,3,2,3,3,3,2,3,1,1,4,0,0,0,0,0,2,4,3,3,4,1,3,5,77,0,-0.05923595688743986,-0.12825657095742152,0.4752849683967706,0.7034482758620687,-0.20975056689342284
162,77,2,4,2,2,2,2,2,2,1,3,5,1,0,0,0,0,4,4,3,9,4,1,2,5,77,0,0.31655464883665363,0.11137641901050992,-0.37599894682225116,0.7034482758620707,-0.20975056689342433
17,7,3,3,3,3,3,3,3,3,1,2,2,1,0,0,0,0,4,4,4,7,5,2,3,3,7,0.5,0.7211277022959899,0.10495465429967875,0.39724635505315953,-1.2965517241379327,0.2902494331065769
170,82,3,3,2,2,3,3,3,1,1,1,4,1,0,0,0,1,4,4,3,2,4,1,1,5,82,0,-0.00601134110538004,-0.02429226575900828,0.17218187132781593,0.7034482758620684,-0.20975056689342444
171,82,3,3,2,3,3,3,3,1,1,3,5,0,0,0,0,0,4,4,3,5,4,1,2,4,82,0,0.16525449459503008,-0.04672122198712891,0.34913644270891253,-0.296551724137932,-0.20975056689342478
172,83,3,3,3,3,3,3,3,2,1,1,2,0,0,0,0,0,2,4,2,3,3,1,1,3,83,0,-0.6767772244187266,-0.2948698134812677,0.42592406869480276,-1.2965517241379325,-0.20975056689342347
174,84,2,3,1,2,2,3,2,1,1,2,2,1,0,0,0,0,4,4,3,7,3,2,1,4,84,0.5,-0.10327704252954197,-0.10569930680082561,-0.4317633520340049,-0.29655172413792985,0.29024943310657575
176,86,2,3,3,2,2.5205479452054793,3,3,3,3,1,5,1,0,0,0,0,4,4,2,5,5,1,3,4.296551724137931,86,1,0.5559089109237002,0.2881993162226891,-0.08523504641094651,3.516343612930261e-16,0.7902494331065776
177,86,2,2,4,4,4,4,4,1,1,1,3,0,0,0,0,0,4,4,2,4,3,1,1,5,86,1,-0.37024153032017676,-0.22341835863802068,0.8054137393032129,0.70344827586206915,0.7902494331065765
178,86,2,3,2,2,3,2,3,2,1,1,5,1,0,0,0,0,3,3,3,3,3,1,1,6,86,1,-0.47934109628439114,-0.028265154162075007,-0.08360083900972412,1.703448275862072,0.7902494331065771
179,87,3,3,4,3,4,4,3,1,1,1,4,0,0,0,0,0,2,4,3,5,4,3,2,5,87,0.5,-0.044766556153114284,-0.20321057344561383,0.7355577242742777,0.7034482758620666,0.2902494331065758
18,8,2,3,2,2,3,2,3,2,3,1,4,1,0,0,0,0,4,4,4,9,5,3,3,4,8,0,0.8892921989764632,0.14796125860556875,-0.12958933616544432,-0.29655172413793107,-0.2097505668934237
186,93,2,3,2,3,2,3,2,1,1,1,4,1,0,0,0,1,3,3,3,1,4,1,1,3,93,0,-0.2570764142442286,-0.03671621080628139,-0.16827795303938708,-1.2965517241379327,-0.20975056689342486
187,93,3,3,4,2,2,4,2,2,1,2,5,1,0,0,0,0,1,3,3,2,3,1,1,4,93,0,-0.798599510259007,-0.05307916716918987,0.08405196204778652,-0.2965517241379313,-0.20975056689342428
188,93,2,2,2,2,2,4,2,1,1,1,4,0,0,0,0,0,3,4,3,3,4,1,1,4,93,0,-0.17244036096236515,-0.2583146940982264,-0.3228232933511975,-0.296551724137933,-0.2097505668934242
189,94,3,3,3,3,3,3,3,1,1,1,4,0,0,0,0,0,2,4,3,1,3,1,1,2,94,0,-0.6715749869581054,-0.28449228764095774,0.4124875485770701,-2.2965517241379336,-0.20975056689342403
19,8,2,3,2,2,2,2,3,3,3,3,4,1,1,0,1,1,4,4,4,3,5,3,3,5,8,0,0.9767222136895816,1.1074671677139172,-0.2838258800320742,0.70344827586206915,-0.20975056689342528
190,95,3,4,2,3,2,4,3,3,3,3,4,0,0,0,0,0,3,4,4,12,3,3,2,3,95,0,0.1440685656877492,0.19360480306103156,0.2298240465053823,-1.2965517241379283,-0.20975056689342383
191,95,3,3,3,3,4,3,3,1,1,1,4,0,0,0,0,0,2,4,3,1,3,1,2,4.296551724137931,95,0,-0.5295437676746229,-0.28551251161265145,0.615511552346092,-1.5348024158047505e-15,-0.2097505668934241
192,95,3,3,3,3,3,3,3,1,1,1,2,0,0,0,0,1,4,4,4,12,5,1,2,5,95,0,0.6041253753580353,-0.12545530308668928,0.42799561084652255,0.7034482758620676,-0.20975056689342428
193,96,1,3,2,1,1,1,1,1,1,1,4,0,0,0,0,0,4,4,4,3,3,3,2,6,96,0,0.10253888567638818,-0.25372224552118355,-1.1350879927080757,1.7034482758620724,-0.20975056689342444
194,97,4,4,2,2,4,4,4,1,1,1,1,0,0,0,0,0,1,3,4,2,2,1,2,5,97,0,-0.9657630525028045,-0.4239711852599658,0.7673985491437665,0.7034482758620695,-0.20975056689342378
195,97,3,3,4,2,2,4,3,1,1,1,3,1,0,0,0,0,3,4,4,5,4,1,3,5,97,0,0.18886742806090628,-0.16096103226379643,0.19046874211449238,0.7034482758620683,-0.20975056689342392
